gloss,path,word,date,variant,token
CHERRY202514,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cherry 2025-1-4 Upload/Documentation/SG ASL Cherry 2025-1-4 CC.mp4,cherry,2025-1-4,Documentation,CHERRY
CLOSETHEWINDOW,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Close the Window 2 2025-2-5 Upload/Documentation/SG ASL Close the Window 2 2025-2-5 CC.mp4,closethewindow,2025-2-5,Documentation,CLOSETHEWINDOW
CHRONIC2025120,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chronic 2025-1-20 Upload/Documentation/SG ASL Chronic 2025-1-20 CC.mp4,chronic,2025-1-20,Documentation,CHRONIC
CONSEQUENCE202561,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Consequence 2025-6-1 Upload/Documentation/SG ASL Consequence 2025-6-1 CC.mp4,consequence,2025-6-1,Documentation,CONSEQUENCE
CLEANBODY2025223,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clean Body 2025-2-23 Upload/Documentation/SG ASL Clean Body 2025-2-23 CC.mp4,cleanbody,2025-2-23,Documentation,CLEANBODY
COHORT202534,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cohort 2025-3-4 Upload/Documentation/SG ASL Cohort 2025-3-4 CC.mp4,cohort,2025-3-4,Documentation,COHORT
CLOUDALT202529,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cloud Alt 2025-2-9 Upload/Documentation/SG ASL Cloud Alt 2025-2-9 CC.mp4,cloudalt,2025-2-9,Documentation,CLOUDALT
CONJECTURE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conjecture 2 2025-5-25 Upload/Documentation/SG ASL Conjecture 2 2025-5-25 CC.mp4,conjecture,2025-5-25,Documentation,CONJECTURE
CLUELESSALT2025211,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clueless Alt 2025-2-11 Upload/Documentation/SG ASL Clueless Alt 2025-2-11 CC.mp4,cluelessalt,2025-2-11,Documentation,CLUELESSALT
CONCEAL2025426,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conceal 2025-4-26 Upload/Documentation/SG ASL Conceal 2025-4-26 CC.mp4,conceal,2025-4-26,Documentation,CONCEAL
COMET2025327,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Comet 2025-3-27 Upload/Documentation/SG ASL Comet 2025-3-27 CC.mp4,comet,2025-3-27,Documentation,COMET
CELEBRATEDEAFAPPLAUSE20241122,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Celebrate Deaf Applause 2024-11-22 Upload/Documentation/SG ASL Celebrate Deaf Applause 2024-11-22 CC.mp4,celebratedeafapplause,2024-11-22,Documentation,CELEBRATEDEAFAPPLAUSE
CLOUD,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cloud 2 2025-2-9 Upload/Documentation/SG ASL Cloud 2 2025-2-9 CC.mp4,cloud,2025-2-9,Documentation,CLOUD
CONSERVATIVE202561,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conservative 2025-6-1 Upload/Documentation/SG ASL Conservative 2025-6-1 CC.mp4,conservative,2025-6-1,Documentation,CONSERVATIVE
CONFERENCEALT2025515,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conference Alt 2025-5-15 Upload/Documentation/SG ASL Conference Alt 2025-5-15 CC.mp4,conferencealt,2025-5-15,Documentation,CONFERENCEALT
CHANGEBADALT20241214,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Change Bad Alt 2024-12-14 Upload/Documentation/SG ASL Change Bad Alt 2024-12-14 CC.mp4,changebadalt,2024-12-14,Documentation,CHANGEBADALT
CIRCUMFERENCE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Circumference 2 2025-1-24 Upload/Documentation/SG ASL Circumference 2 2025-1-24 CC.mp4,circumference,2025-1-24,Documentation,CIRCUMFERENCE
CHEF202512,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chef 2025-1-2 Upload/Documentation/SG ASL Chef 2025-1-2 CC.mp4,chef,2025-1-2,Documentation,CHEF
CONSTITUTION202565,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Constitution 2025-6-5 Upload/Documentation/SG ASL Constitution 2025-6-5 CC.mp4,constitution,2025-6-5,Documentation,CONSTITUTION
CONSTANTALT202563,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Constant Alt 2025-6-3 Upload/Documentation/SG ASL Constant Alt 2025-6-3 CC.mp4,constantalt,2025-6-3,Documentation,CONSTANTALT
COMPUTER2HALT2025423,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Computer 2h Alt 2025-4-23 Upload/Documentation/SG ASL Computer 2h Alt 2025-4-23 CC.mp4,computer,2025-4-23,Documentation,COMPUTER
CONFISCATE2025518,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confiscate 2025-5-18 Upload/Documentation/SG ASL Confiscate 2025-5-18 CC.mp4,confiscate,2025-5-18,Documentation,CONFISCATE
CLEANVERY2025225,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clean Very 2025-2-25 Upload/Documentation/SG ASL Clean Very 2025-2-25 CC.mp4,cleanvery,2025-2-25,Documentation,CLEANVERY
CONCEIVEIDEAALT2025426,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conceive Idea Alt 2025-4-26 Upload/Documentation/SG ASL Conceive Idea Alt 2025-4-26 CC.mp4,conceiveideaalt,2025-4-26,Documentation,CONCEIVEIDEAALT
COME2025327,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come 2025-3-27 Upload/Documentation/SG ASL Come 2025-3-27 CC.mp4,come,2025-3-27,Documentation,COME
CHAPEL20241218,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chapel 2024-12-18 Upload/Documentation/SG ASL Chapel 2024-12-18 CC.mp4,chapel,2024-12-18,Documentation,CHAPEL
CODEOFETHICS202533,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Code of Ethics 2025-3-3 Upload/Documentation/SG ASL Code of Ethics 2025-3-3 CC.mp4,codeofethics,2025-3-3,Documentation,CODEOFETHICS
CASTOFF20241118,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Castoff 2024-11-18 Upload/Documentation/SG ASL Castoff 2024-11-18 CC.mp4,castoff,2024-11-18,Documentation,CASTOFF
CARRIAGE20241112,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Carriage 2024-11-12 Upload/Documentation/SG ASL Carriage 2024-11-12 CC.mp4,carriage,2024-11-12,Documentation,CARRIAGE
COCK202533,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cock 2025-3-3 Upload/Documentation/SG ASL Cock 2025-3-3 CC.mp4,cock,2025-3-3,Documentation,COCK
CONFIRMATION2025518,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confirmation 2025-5-18 Upload/Documentation/SG ASL Confirmation 2025-5-18 CC.mp4,confirmation,2025-5-18,Documentation,CONFIRMATION
CIRCUSEXT2025125,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Circus Ext 2025-1-25 Upload/Documentation/SG ASL Circus Ext 2025-1-25 CC.mp4,circusext,2025-1-25,Documentation,CIRCUSEXT
CLICHE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cliche 2 2025-1-29 Upload/Documentation/SG ASL Cliche 2 2025-1-29 CC.mp4,cliche,2025-1-29,Documentation,CLICHE
CIGARALT2025122,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cigar Alt 2025-1-22 Upload/Documentation/SG ASL Cigar Alt 2025-1-22 CC.mp4,cigaralt,2025-1-22,Documentation,CIGARALT
CONCIEVEIDEA2025427,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Concieve Idea 2025-4-27 Upload/Documentation/SG ASL Concieve Idea 2025-4-27 CC.mp4,concieveidea,2025-4-27,Documentation,CONCIEVEIDEA
CHAIRFURNITURE20241129,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chair Furniture 2024-11-29 Upload/Documentation/SG ASL Chair Furniture 2024-11-29 CC.mp4,chairfurniture,2024-11-29,Documentation,CHAIRFURNITURE
CLOSE202528,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Close 2025-2-8 Upload/Documentation/SG ASL Close 2025-2-8 CC.mp4,close,2025-2-8,Documentation,CLOSE
CHUGENGINE2025121,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chug Engine 2025-1-21 Upload/Documentation/SG ASL Chug Engine 2025-1-21 CC.mp4,chugengine,2025-1-21,Documentation,CHUGENGINE
CLAPDEAF2025217,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clap Deaf 2025-2-17 Upload/Documentation/SG ASL Clap Deaf 2025-2-17 CC.mp4,clapdeaf,2025-2-17,Documentation,CLAPDEAF
COLLABORATEALT2025310,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Collaborate Alt 2025-3-10 Upload/Documentation/SG ASL Collaborate Alt 2025-3-10 CC.mp4,collaboratealt,2025-3-10,Documentation,COLLABORATEALT
CONETRAFFIC,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cone Traffic Upload/Documentation/SG ASL Cone Traffic CC.mp4,conetraffic,,Documentation,CONETRAFFIC
CHILDLESS202518,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Childless 2025-1-8 Upload/Documentation/SG ASL Childless 2025-1-8 CC.mp4,childless,2025-1-8,Documentation,CHILDLESS
CEMENTARYALTEXT20241127,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cementary Alt Ext 2024-11-27 Upload/Documentation/SG ASL Cementary Alt Ext 2024-11-27 CC.mp4,cementaryaltext,2024-11-27,Documentation,CEMENTARYALTEXT
CLARIFY2025218,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clarify 2025-2-18 Upload/Documentation/SG ASL Clarify 2025-2-18 CC.mp4,clarify,2025-2-18,Documentation,CLARIFY
CONCISE2025427,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Concise 2025-4-27 Upload/Documentation/SG ASL Concise 2025-4-27 CC.mp4,concise,2025-4-27,Documentation,CONCISE
CLEANWINDOW2025226,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clean Window 2025-2-26 Upload/Documentation/SG ASL Clean Window 2025-2-26 CC.mp4,cleanwindow,2025-2-26,Documentation,CLEANWINDOW
CANCONTAINER2024926,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Can Container 2024-9-26 Upload/Documentation/SG ASL Can Container 2024-9-26 CC.mp4,cancontainer,2024-9-26,Documentation,CANCONTAINER
CONSENSUS2025528,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Consensus 2025-5-28 Upload/Documentation/SG ASL Consensus 2025-5-28 CC.mp4,consensus,2025-5-28,Documentation,CONSENSUS
COLLECTALT2025310,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Collect Alt 2025-3-10 Upload/Documentation/SG ASL Collect Alt 2025-3-10 CC.mp4,collectalt,2025-3-10,Documentation,COLLECTALT
CARELESS20241111,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Careless 2024-11-11 Upload/Documentation/SG ASL Careless 2024-11-11 CC.mp4,careless,2024-11-11,Documentation,CARELESS
CLUTTER2025227,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clutter 2025-2-27 Upload/Documentation/SG ASL Clutter 2025-2-27 CC.mp4,clutter,2025-2-27,Documentation,CLUTTER
COMPUTERSCIENCEVAR2025425,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Computer Science Var 2025-4-25 Upload/Documentation/SG ASL Computer Science Var 2025-4-25 CC.mp4,computersciencevar,2025-4-25,Documentation,COMPUTERSCIENCEVAR
CHIDE202517,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chide 2025-1-7 Upload/Documentation/SG ASL Chide 2025-1-7 CC.mp4,chide,2025-1-7,Documentation,CHIDE
CONSERVATIVEALT202561,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conservative Alt 2025-6-1 Upload/Documentation/SG ASL Conservative Alt 2025-6-1 CC.mp4,conservativealt,2025-6-1,Documentation,CONSERVATIVEALT
CONFRONT2025519,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confront 2025-5-19 Upload/Documentation/SG ASL Confront 2025-5-19 CC.mp4,confront,2025-5-19,Documentation,CONFRONT
CONFORMALT2025519,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conform Alt 2025-5-19 Upload/Documentation/SG ASL Conform Alt 2025-5-19 CC.mp4,conformalt,2025-5-19,Documentation,CONFORMALT
COMPETENT2025413,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Competent 2025-4-13 Upload/Documentation/SG ASL Competent 2025-4-13 CC.mp4,competent,2025-4-13,Documentation,COMPETENT
CITIZENALT2025215,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Citizen Alt 2025-2-15 Upload/Documentation/SG ASL Citizen Alt 2025-2-15 CC.mp4,citizenalt,2025-2-15,Documentation,CITIZENALT
CLASSIFIEDALT2025219,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Classified Alt 2025-2-19 Upload/Documentation/SG ASL Classified Alt 2025-2-19 CC.mp4,classifiedalt,2025-2-19,Documentation,CLASSIFIEDALT
COMEHERE2025325,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Here 2025-3-25 Upload/Documentation/SG ASL Come Here 2025-3-25 CC.mp4,comehere,2025-3-25,Documentation,COMEHERE
CLOSENEAR202525,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Close Near 2025-2-5 Upload/Documentation/SG ASL Close Near 2025-2-5 CC.mp4,closenear,2025-2-5,Documentation,CLOSENEAR
COMMIT2025330,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Commit 2025-3-30 Upload/Documentation/SG ASL Commit 2025-3-30 CC.mp4,commit,2025-3-30,Documentation,COMMIT
COMMEND2025329,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Commend 2025-3-29 Upload/Documentation/SG ASL Commend 2025-3-29 CC.mp4,commend,2025-3-29,Documentation,COMMEND
CHANGEADAPT20241214,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Change Adapt 2024-12-14 Upload/Documentation/SG ASL Change Adapt 2024-12-14 CC.mp4,changeadapt,2024-12-14,Documentation,CHANGEADAPT
CENSURE20241129,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Censure 2024-11-29 Upload/Documentation/SG ASL Censure 2024-11-29 CC.mp4,censure,2024-11-29,Documentation,CENSURE
COCHLEARIMPLANTVAR202532,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cochlear Implant Var 2025-3-2 Upload/Documentation/SG ASL Cochlear Implant Var 2025-3-2 CC.mp4,cochlearimplantvar,2025-3-2,Documentation,COCHLEARIMPLANTVAR
CLOSET202528,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Closet 2025-2-8 Upload/Documentation/SG ASL Closet 2025-2-8 CC.mp4,closet,2025-2-8,Documentation,CLOSET
CLACK2025216,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clack 2025-2-16 Upload/Documentation/SG ASL Clack 2025-2-16 CC.mp4,clack,2025-2-16,Documentation,CLACK
CHILDCARE202518,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Childcare 2025-1-8 Upload/Documentation/SG ASL Childcare 2025-1-8 CC.mp4,childcare,2025-1-8,Documentation,CHILDCARE
COLDSORE202538,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cold Sore 2025-3-8 Upload/Documentation/SG ASL Cold Sore 2025-3-8 CC.mp4,coldsore,2025-3-8,Documentation,COLDSORE
CHILD202518,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Child 2025-1-8 Upload/Documentation/SG ASL Child 2025-1-8 CC.mp4,child,2025-1-8,Documentation,CHILD
COMPASSIONFORME2H202544,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compassion For Me 2H 2025-4-4 Upload/Documentation/SG ASL Compassion For Me 2H 2025-4-4 CC.mp4,compassionforme,2025-4-4,Documentation,COMPASSIONFORME
DELVEALT202449,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL D/SG ASL Delve Alt 2024-4-9 Upload/Documentation/SG ASL Delve Alt 2024-4-9 CC.mp4,delvealt,2024-4-9,Documentation,DELVEALT
DELVE202449,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL D/SG ASL Delve 2024-4-9 Upload/Documentation/SG ASL Delve 2024-4-9 CC.mp4,delve,2024-4-9,Documentation,DELVE
AUTHORITY20231110,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Authority 2023-11-10 Upload/Documentation/SG ASL Authority 2023-11-10 CC.mp4,authority,2023-11-10,Documentation,AUTHORITY
AUTOMATIC(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) 2 2023-11-12 Upload/Documentation/SG ASL Automatic (Alt) 2 2023-11-12 CC.mp4,automatic,2023-11-12,Documentation,AUTOMATIC
AWRY(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Awry (Alt) 1 2023-11-19 Upload/Documentation/SG ASL Awry (Alt) 1 2023-11-19 CC.mp4,awry,2023-11-19,Documentation,AWRY
AWRY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Awry 1 2023-11-19 Upload/Documentation/SG ASL Awry 1 2023-11-19 CC.mp4,awry,2023-11-19,Documentation,AWRY
AWFUL20231117,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Awful 2023-11-17 Upload/Documentation/SG ASL Awful 2023-11-17 CC.mp4,awful,2023-11-17,Documentation,AWFUL
AUTOMATION,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Automation 1 2023-11-15 Upload/Documentation/SG ASL Automation 1 2023-11-15 CC.mp4,automation,2023-11-15,Documentation,AUTOMATION
AWKWARD,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Awkward 2 2023-11-18 Upload/Documentation/SG ASL Awkward 2 2023-11-18 CC.mp4,awkward,2023-11-18,Documentation,AWKWARD
AWRY(VARIANT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Awry (Variant) 1 2023-11-19 Upload/Documentation/SG ASL Awry (Variant) 1 2023-11-19 CC.mp4,awry,2023-11-19,Documentation,AWRY
ANY(ALT)20241012,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Any (Alt) 2024-10-12 Upload/Documentation/SG ASL Any (Alt) 2024-10-12 CC.mp4,any,2024-10-12,Documentation,ANY
AZERBAIJAN,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Azerbaijan 1 2023-11-19 Upload/Documentation/SG ASL Azerbaijan 1 2023-11-19 CC.mp4,azerbaijan,2023-11-19,Documentation,AZERBAIJAN
AUTHORITY(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Authority (Alt) 2 2023-11-9 Upload/Documentation/SG ASL Authority (Alt) 2 2023-11-9 CC.mp4,authority,2023-11-9,Documentation,AUTHORITY
AUTOINSURANCE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Auto Insurance 5 2023-11-11 Upload/Documentation/SG ASL Auto Insurance 5 2023-11-11 CC.mp4,autoinsurance,2023-11-11,Documentation,AUTOINSURANCE
AUTISM,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Autism 3 2023-11-11 Upload/Documentation/SG ASL Autism 3 2023-11-11 CC.mp4,autism,2023-11-11,Documentation,AUTISM
AUTOMATIC(VARIANT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Automatic (Variant) 5 2023-11-13 Upload/Documentation/SG ASL Automatic (Variant) 5 2023-11-13 CC.mp4,automatic,2023-11-13,Documentation,AUTOMATIC
AUTHENTIC(ALT)2023118,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Authentic (Alt) 2023-11-8 Upload/Documentation/SG ASL Authentic (Alt) 2023-11-8 CC.mp4,authentic,2023-11-8,Documentation,AUTHENTIC
AWFUL(VARIANT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Awful (Variant) 2 2023-11-16 Upload/Documentation/SG ASL Awful (Variant) 2 2023-11-16 CC.mp4,awful,2023-11-16,Documentation,AWFUL
AUTOMATIC(ALT)SHORT20231113,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) Short 2023-11-13 Upload/Documentation/SG ASL Automatic (Alt) Short 2023-11-13 CC.mp4,automatic,2023-11-13,Documentation,AUTOMATIC
AUTHORIZE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Authorize 3 2023-11-11 Upload/Documentation/SG ASL Authorize 3 2023-11-11 CC.mp4,authorize,2023-11-11,Documentation,AUTHORIZE
AUTHORITYADDITIONALVARIANT2023119,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Authority Additional Variant 2023-11-9 Upload/Documentation/SG ASL Authority Additional Variant 2023-11-9 CC.mp4,authorityadditionalvariant,2023-11-9,Documentation,AUTHORITYADDITIONALVARIANT
AWW,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Aww 2 2023-11-19 Upload/Documentation/SG ASL Aww 2 2023-11-19 CC.mp4,aww,2023-11-19,Documentation,AWW
AUTOPSY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Autopsy 2 2023-11-14 Upload/Documentation/SG ASL Autopsy 2 2023-11-14 CC.mp4,autopsy,2023-11-14,Documentation,AUTOPSY
ALLDAY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL All Day 1 2024-4-16 Upload/Documentation/SG ASL All Day 1 2024-4-16 CC.mp4,allday,2024-4-16,Documentation,ALLDAY
AXE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Axe 2 2023-11-19 Upload/Documentation/SG ASL Axe 2 2023-11-19 CC.mp4,axe,2023-11-19,Documentation,AXE
AUTISM(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Autism (Alt) 2 2023-11-11 Upload/Documentation/SG ASL Autism (Alt) 2 2023-11-11 CC.mp4,autism,2023-11-11,Documentation,AUTISM
AUTOBODY20231112,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL AutoBody 2023-11-12 Upload/Documentation/SG ASL AutoBody 2023-11-12 CC.mp4,autobody,2023-11-12,Documentation,AUTOBODY
AUTHENTIC,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Authentic 2 2023-11-8 Upload/Documentation/SG ASL Authentic 2 2023-11-8 CC.mp4,authentic,2023-11-8,Documentation,AUTHENTIC
AUTOMOBILE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Automobile 1 2023-11-15 Upload/Documentation/SG ASL Automobile 1 2023-11-15 CC.mp4,automobile,2023-11-15,Documentation,AUTOMOBILE
AUTHOR,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Author 3 2023-11-8 Upload/Documentation/SG ASL Author 3 2023-11-8 CC.mp4,author,2023-11-8,Documentation,AUTHOR
AUTOMECHANIC,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Auto Mechanic 3 2023-11-12 Upload/Documentation/SG ASL Auto Mechanic 3 2023-11-12 CC.mp4,automechanic,2023-11-12,Documentation,AUTOMECHANIC
AWFUL(ALT)20231116,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Awful (Alt) 2023-11-16 Upload/Documentation/SG ASL Awful (Alt) 2023-11-16 CC.mp4,awful,2023-11-16,Documentation,AWFUL
AUTHORITYVARIANT20231110,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL A/SG ASL Authority Variant 2023-11-10 Upload/Documentation/SG ASL Authority Variant 2023-11-10 CC.mp4,authorityvariant,2023-11-10,Documentation,AUTHORITYVARIANT
